,id,upload_date,townships,sr,cumulative_no,First_ts,First_sr,Township_Name_Eng,Tsp_Pcode,SR_Pcode,SR_Name_Eng,Township_Name_MMR
143,173,1/15/2021,Thanbyuzayat Township,Mon State,63,Thanbyuzayat,Mon,Thanbyuzayat,MMR011004,MMR011,Mon,á€žá€¶á€–á€¼á€°á€‡á€›á€•á€º
144,175,1/15/2021,Einme Township,Ayeyarwady Region,62,Einme,Ayeyarwady,Einme,MMR017015,MMR017,Ayeyarwady,á€¡á€­á€™á€ºá€™á€²
145,176,1/15/2021,Loikaw Township,Kayah State,60,Loikaw,Kayah,Loikaw,MMR002001,MMR002,Kayah,á€œá€½á€­á€¯á€„á€ºá€€á€±á€¬á€º
146,177,1/15/2021,Lemyethna Township,Ayeyarwady Region,56,Lemyethna,Ayeyarwady,Lemyethna,MMR017010,MMR017,Ayeyarwady,á€œá€±á€¸á€™á€»á€€á€ºá€”á€¾á€¬
147,180,1/15/2021,Taze Township,Sagaing Region,49,Taze,Sagaing,Taze,MMR005011,MMR005,Sagaing,á€á€”á€ºá€·á€†á€Šá€º
148,182,1/15/2021,Seikphyu Township,Magway Region,49,Seikphyu,Magway,Seikphyu,MMR009022,MMR009,Magway,á€†á€­á€•á€ºá€–á€¼á€°
149,183,1/15/2021,Tatkon Township,Naypyitaw,48,Tatkon,Nay Pyi Taw,Tatkon,MMR018003,MMR018,Nay Pyi Taw,á€á€•á€ºá€€á€¯á€”á€ºá€¸
150,184,1/15/2021,Chaungzon Township,Mon State,48,Chaungzon,Mon,Chaungzon,MMR011003,MMR011,Mon,á€á€»á€±á€¬á€„á€ºá€¸á€†á€¯á€¶
151,185,1/15/2021,Mogoke Township,Mandalay Region,47,Mogoke,Mandalay,Mogoke,MMR010011,MMR010,Mandalay,á€™á€­á€¯á€¸á€€á€¯á€á€º
152,187,1/15/2021,Launglon Township,Tanintharyi Region,45,Launglon,Tanintharyi,Launglon,MMR006002,MMR006,Tanintharyi,á€œá€±á€¬á€„á€ºá€¸á€œá€¯á€¶á€¸
153,188,1/15/2021,Mohnyin Township,Kachin State,44,Mohnyin,Kachin,Mohnyin,MMR001007,MMR001,Kachin,á€™á€­á€¯á€¸á€Šá€¾á€„á€ºá€¸
154,189,1/15/2021,Thabeikkyin Township,Mandalay Region,44,Thabeikkyin,Mandalay,Thabeikkyin,MMR010012,MMR010,Mandalay,á€žá€•á€­á€á€ºá€€á€»á€„á€ºá€¸
155,190,1/15/2021,Mindat Township,Chin State,43,Mindat,Chin,Mindat,MMR004006,MMR004,Chin,á€™á€„á€ºá€¸á€á€•á€º
156,191,1/15/2021,Mahlaing Township,Mandalay Region,43,Mahlaing,Mandalay,Mahlaing,MMR010029,MMR010,Mandalay,á€™á€œá€¾á€­á€¯á€„á€º
157,192,1/15/2021,Palaw Township,Tanintharyi Region,43,Palaw,Tanintharyi,Palaw,MMR006007,MMR006,Tanintharyi,á€•á€¯á€œá€±á€¬
158,193,1/15/2021,Oke Ta Ra Thi Ri Township,Naypyitaw,41,Oke Ta Ra Thi Ri,Nay Pyi Taw,Oke Ta Ra Thi Ri,MMR018008,MMR018,Nay Pyi Taw,á€¥á€á€¹á€á€›á€žá€®á€›á€­
159,194,1/15/2021,Zalun Township,Ayeyarwady Region,41,Zalun,Ayeyarwady,Zalun,MMR017009,MMR017,Ayeyarwady,á€‡á€œá€½á€”á€º
160,196,1/15/2021,Myanaung Township,Ayeyarwady Region,40,Myanaung,Ayeyarwady,Myanaung,MMR017011,MMR017,Ayeyarwady,á€™á€¼á€”á€ºá€¡á€±á€¬á€„á€º
161,197,1/15/2021,Indaw Township,Sagaing Region,39,Indaw,Sagaing,Indaw,MMR005021,MMR005,Sagaing,á€¡á€„á€ºá€¸á€á€±á€¬á€º
162,198,1/15/2021,Sinbaungwe Township,Magway Region,39,Sinbaungwe,Magway,Sinbaungwe,MMR009017,MMR009,Magway,á€†á€„á€ºá€•á€±á€«á€„á€ºá€á€²
163,199,1/15/2021,Gwa Township,Rakhine State,38,Gwa,Rakhine,Gwa,MMR012017,MMR012,Rakhine,á€‚á€½
164,200,1/15/2021,Pantanaw Township,Ayeyarwady Region,38,Pantanaw,Ayeyarwady,Pantanaw,MMR017020,MMR017,Ayeyarwady,á€•á€”á€ºá€¸á€á€”á€±á€¬á€º
165,201,1/15/2021,Minhla Township,Magway Region,37,Minhla,Magway,Minhla,MMR009013,MMR009,Magway,á€™á€„á€ºá€¸á€œá€¾
166,202,1/15/2021,Chaung-U Township,Sagaing Region,37,Chaung-U,Sagaing,Chaung-U,MMR005015,MMR005,Sagaing,á€á€»á€±á€¬á€„á€ºá€¸á€¦á€¸
167,203,1/15/2021,Tabayin Township,Sagaing Region,36,Tabayin,Sagaing,Tabayin,MMR005010,MMR005,Sagaing,á€’á€®á€•á€²á€šá€„á€ºá€¸
168,204,1/15/2021,Yesagyo Township,Magway Region,36,Yesagyo,Magway,Yesagyo,MMR009019,MMR009,Magway,á€›á€±á€…á€€á€¼á€­á€¯
169,205,1/15/2021,Det Khi Na Thi Ri Township,Naypyitaw,35,Det Khi Na Thi Ri,Nay Pyi Taw,Det Khi Na Thi Ri,MMR018004,MMR018,Nay Pyi Taw,á€’á€€á€¹á€á€­á€á€žá€®á€›á€­
170,206,1/15/2021,Pale Township,Sagaing Region,35,Pale,Sagaing,Pale,MMR005019,MMR005,Sagaing,á€•á€¯á€œá€²
171,208,1/15/2021,Homalin Township,Sagaing Region,34,Homalin,Sagaing,Homalin,MMR005034,MMR005,Sagaing,á€Ÿá€¯á€™á€¹á€™á€œá€„á€ºá€¸
172,209,1/15/2021,Kyangin Township,Ayeyarwady Region,33,Kyangin,Ayeyarwady,Kyangin,MMR017012,MMR017,Ayeyarwady,á€€á€¼á€¶á€á€„á€ºá€¸
173,210,1/15/2021,Wetlet Township,Sagaing Region,33,Wetlet,Sagaing,Wetlet,MMR005006,MMR005,Sagaing,á€á€€á€ºá€œá€€á€º
174,211,1/15/2021,Ye-U Township,Sagaing Region,32,Ye-U,Sagaing,Ye-U,MMR005009,MMR005,Sagaing,á€›á€±á€¦á€¸
175,212,1/15/2021,Pauk Township,Magway Region,30,Pauk,Magway,Pauk,MMR009021,MMR009,Magway,á€•á€±á€«á€€á€º
176,213,1/15/2021,Mingin Township,Sagaing Region,30,Mingin,Sagaing,Mingin,MMR005029,MMR005,Sagaing,á€™á€„á€ºá€¸á€€á€„á€ºá€¸
177,216,1/15/2021,Matupi Township,Chin State,29,Matupi,Chin,Matupi,MMR004007,MMR004,Chin,á€™á€á€°á€•á€®
178,217,1/15/2021,Paletwa Township,Chin State,28,Paletwa,Chin,Paletwa,MMR004009,MMR004,Chin,á€•á€œá€€á€ºá€
179,218,1/15/2021,Yebyu Township,Tanintharyi Region,27,Yebyu,Tanintharyi,Yebyu,MMR006004,MMR006,Tanintharyi,á€›á€±á€–á€¼á€°
180,219,1/15/2021,Ramree Township,Rakhine State,27,Ramree,Rakhine,Ramree,MMR012013,MMR012,Rakhine,á€›á€™á€ºá€¸á€—á€¼á€²
181,220,1/15/2021,Myinmu Township,Sagaing Region,27,Myinmu,Sagaing,Myinmu,MMR005002,MMR005,Sagaing,á€™á€¼á€„á€ºá€¸á€™á€°
182,221,1/15/2021,Kawlin Township,Sagaing Region,27,Kawlin,Sagaing,Kawlin,MMR005024,MMR005,Sagaing,á€€á€±á€¬á€œá€„á€ºá€¸
183,222,1/15/2021,Katha Township,Sagaing Region,26,Katha,Sagaing,Katha,MMR005020,MMR005,Sagaing,á€€á€žá€¬
184,223,1/15/2021,Kawthoung Township,Tanintharyi Region,25,Kawthoung,Tanintharyi,Kawthoung,MMR006009,MMR006,Tanintharyi,á€€á€±á€¬á€·á€žá€±á€¬á€„á€ºá€¸
185,224,1/15/2021,Budalin Township,Sagaing Region,25,Budalin,Sagaing,Budalin,MMR005013,MMR005,Sagaing,á€˜á€¯á€á€œá€„á€º
186,225,1/15/2021,Khin-U Township,Sagaing Region,25,Khin-U,Sagaing,Khin-U,MMR005005,MMR005,Sagaing,á€á€„á€ºá€¦á€¸
187,226,1/15/2021,Tonzang Township,Chin State,24,Tonzang,Chin,Tonzang,MMR004005,MMR004,Chin,á€á€½á€”á€ºá€¸á€‡á€”á€º
188,227,1/15/2021,Kani Township,Sagaing Region,24,Kani,Sagaing,Kani,MMR005017,MMR005,Sagaing,á€€á€”á€®
189,228,1/15/2021,Hakha Township,Chin State,23,Hakha,Chin,Hakha,MMR004002,MMR004,Chin,á€Ÿá€¬á€¸á€á€«á€¸
190,229,1/15/2021,Thabaung Township,Ayeyarwady Region,22,Thabaung,Ayeyarwady,Thabaung,MMR017003,MMR017,Ayeyarwady,á€žá€¬á€•á€±á€«á€„á€ºá€¸
191,232,1/15/2021,Shwegu Township,Kachin State,21,Shwegu,Kachin,Shwegu,MMR001011,MMR001,Kachin,á€›á€½á€¾á€±á€€á€°
192,233,1/15/2021,Falam Township,Chin State,21,Falam,Chin,Falam,MMR004001,MMR004,Chin,á€–á€œá€™á€ºá€¸
193,234,1/15/2021,Kyunhla Township,Sagaing Region,21,Kyunhla,Sagaing,Kyunhla,MMR005008,MMR005,Sagaing,á€€á€»á€½á€”á€ºá€¸á€œá€¾
194,237,1/15/2021,Myaung Township,Sagaing Region,19,Myaung,Sagaing,Myaung,MMR005003,MMR005,Sagaing,á€™á€¼á€±á€¬á€„á€º
195,238,1/15/2021,Bhamo Township,Kachin State,19,Bhamo,Kachin,Bhamo,MMR001010,MMR001,Kachin,á€—á€”á€ºá€¸á€™á€±á€¬á€º
196,239,1/15/2021,Kamma Township,Magway Region,19,Kamma,Magway,Kamma,MMR009015,MMR009,Magway,á€€á€¶á€™
197,242,1/15/2021,Singu Township,Mandalay Region,17,Singu,Mandalay,Singu,MMR010010,MMR010,Mandalay,á€…á€‰á€ºá€·á€€á€°á€¸
198,243,1/15/2021,Mogaung Township,Kachin State,16,Mogaung,Kachin,Mogaung,MMR001008,MMR001,Kachin,á€™á€­á€¯á€¸á€€á€±á€¬á€„á€ºá€¸
199,244,1/15/2021,Ayadaw Township,Sagaing Region,15,Ayadaw,Sagaing,Ayadaw,MMR005014,MMR005,Sagaing,á€¡á€›á€¬á€á€±á€¬á€º
200,245,1/15/2021,Thayetchaung Township,Tanintharyi Region,15,Thayetchaung,Tanintharyi,Thayetchaung,MMR006003,MMR006,Tanintharyi,á€žá€›á€€á€ºá€á€»á€±á€¬á€„á€ºá€¸
201,247,1/15/2021,Ngape Township,Magway Region,14,Ngape,Magway,Ngape,MMR009009,MMR009,Magway,á€„á€–á€²
202,248,1/15/2021,Kyunsu Township,Tanintharyi Region,14,Kyunsu,Tanintharyi,Kyunsu,MMR006006,MMR006,Tanintharyi,á€€á€»á€½á€”á€ºá€¸á€…á€¯
203,249,1/15/2021,Waingmaw Township,Kachin State,14,Waingmaw,Kachin,Waingmaw,MMR001002,MMR001,Kachin,á€á€­á€¯á€„á€ºá€¸á€™á€±á€¬á€º
204,250,1/15/2021,Kalewa Township,Sagaing Region,14,Kalewa,Sagaing,Kalewa,MMR005028,MMR005,Sagaing,á€€á€œá€±á€¸á€
205,251,1/15/2021,Munaung Township,Rakhine State,13,Munaung,Rakhine,Munaung,MMR012012,MMR012,Rakhine,á€™á€¬á€”á€ºá€¡á€±á€¬á€„á€º
206,252,1/15/2021,Ngapudaw Township,Ayeyarwady Region,13,Ngapudaw,Ayeyarwady,Ngapudaw,MMR017004,MMR017,Ayeyarwady,á€„á€•á€¯á€á€±á€¬
207,254,1/15/2021,Kyainseikgyi Township,Kayin State,12,Kyainseikgyi,Kayin,Kyainseikgyi,MMR003007,MMR003,Kayin,á€€á€¼á€¬á€¡á€„á€ºá€¸á€†á€­á€•á€ºá€€á€¼á€®á€¸
208,256,1/15/2021,Bokpyin Township,Tanintharyi Region,12,Bokpyin,Tanintharyi,Bokpyin,MMR006010,MMR006,Tanintharyi,á€˜á€¯á€á€ºá€•á€¼á€„á€ºá€¸
209,258,1/15/2021,Saw Township,Magway Region,12,Saw,Magway,Saw,MMR009025,MMR009,Magway,á€†á€±á€¬
210,259,1/15/2021,Thandaunggyi Township,Kayin State,11,Thandaunggyi,Kayin,Thandaunggyi,MMR003004,MMR003,Kayin,á€žá€¶á€á€±á€¬á€„á€ºá€€á€¼á€®á€¸
211,262,1/15/2021,Momauk Township,Kachin State,9,Momauk,Kachin,Momauk,MMR001012,MMR001,Kachin,á€™á€­á€¯á€¸á€™á€±á€¬á€€á€º
212,263,1/15/2021,Wuntho Township,Sagaing Region,9,Wuntho,Sagaing,Wuntho,MMR005025,MMR005,Sagaing,á€á€”á€ºá€¸á€žá€­á€¯
213,264,1/15/2021,Sidoktaya Township,Magway Region,9,Sidoktaya,Magway,Sidoktaya,MMR009011,MMR009,Magway,á€…á€±á€á€¯á€á€¹á€‘á€›á€¬
214,269,1/15/2021,Kanpetlet Township,Chin State,7,Kanpetlet,Chin,Kanpetlet,MMR004008,MMR004,Chin,á€€á€”á€ºá€•á€€á€ºá€œá€€á€º
215,270,1/15/2021,Tilin Township,Magway Region,6,Tilin,Magway,Tilin,MMR009024,MMR009,Magway,á€‘á€®á€¸á€œá€„á€ºá€¸
216,272,1/15/2021,Mindon Township,Magway Region,6,Mindon,Magway,Mindon,MMR009014,MMR009,Magway,á€™á€„á€ºá€¸á€á€¯á€”á€ºá€¸
217,275,1/15/2021,Thantlang Township,Chin State,5,Thantlang,Chin,Thantlang,MMR004003,MMR004,Chin,á€‘á€”á€ºá€á€œá€”á€º
218,276,1/15/2021,Paungbyin Township,Sagaing Region,5,Paungbyin,Sagaing,Paungbyin,MMR005032,MMR005,Sagaing,á€–á€±á€¬á€„á€ºá€¸á€•á€¼á€„á€º
219,279,1/15/2021,Tigyaing Township,Sagaing Region,4,Tigyaing,Sagaing,Tigyaing,MMR005022,MMR005,Sagaing,á€‘á€®á€¸á€á€»á€­á€¯á€„á€ºá€·
220,282,1/15/2021,Nanyun Township,Sagaing Region,4,Nanyun,Sagaing,Nanyun,MMR005037,MMR005,Sagaing,á€”á€”á€ºá€¸á€šá€½á€”á€ºá€¸
221,283,1/15/2021,Hpapun Township,Kayin State,3,Hpapun,Kayin,Hpapun,MMR003003,MMR003,Kayin,á€–á€¬á€•á€½á€”á€º
222,285,1/15/2021,Hkamti Township,Sagaing Region,3,Hkamti,Sagaing,Hkamti,MMR005033,MMR005,Sagaing,á€á€”á€¹á€á€®á€¸
223,286,1/15/2021,Demoso Township,Kayah State,3,Demoso,Kayah,Demoso,MMR002002,MMR002,Kayah,á€’á€®á€¸á€™á€±á€¬á€·á€†á€­á€¯
224,289,1/15/2021,Puta-O Township,Kachin State,2,Puta-O,Kachin,Puta-O,MMR001014,MMR001,Kachin,á€•á€°á€á€¬á€¡á€­á€¯
225,291,1/16/2021,Mingaladon Township,Yangon Region,6021,Mingaladon,Yangon,Mingaladon,MMR013002,MMR013,Yangon,á€™á€„á€ºá€¹á€‚á€œá€¬á€’á€¯á€¶
226,292,1/16/2021,North Okkalapa Township,Yangon Region,5824,North Okkalapa,Yangon,North Okkalapa,MMR013012,MMR013,Yangon,á€™á€¼á€±á€¬á€€á€ºá€¥á€€á€¹á€€á€œá€¬á€•
227,293,1/16/2021,Hlaingtharya Township,Yangon Region,4804,Hlaingtharya,Yangon,Hlaingtharya,MMR013008,MMR013,Yangon,á€œá€¾á€­á€¯á€„á€ºá€žá€¬á€šá€¬
228,294,1/16/2021,Insein Township,Yangon Region,4608,Insein,Yangon,Insein,MMR013001,MMR013,Yangon,á€¡á€„á€ºá€¸á€…á€­á€”á€º
229,295,1/16/2021,Thingangyun Township,Yangon Region,4531,Thingangyun,Yangon,Thingangyun,MMR013009,MMR013,Yangon,á€žá€„á€ºá€¹á€ƒá€”á€ºá€¸á€€á€»á€½á€”á€ºá€¸
230,296,1/16/2021,Mayangone Township,Yangon Region,3839,Mayangone,Yangon,Mayangone,MMR013042,MMR013,Yangon,á€™á€›á€™á€ºá€¸á€€á€¯á€”á€ºá€¸
231,297,1/16/2021,Shwepyithar Township,Yangon Region,3796,Shwepyithar,Yangon,Shwepyithar,MMR013007,MMR013,Yangon,á€›á€½á€¾á€±á€•á€¼á€Šá€ºá€žá€¬
232,299,1/16/2021,Dagon Myothit (South) Township,Yangon Region,3175,Dagon Myothit (South),Yangon,Dagon Myothit (South),MMR013018,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€á€±á€¬á€„á€ºá€•á€­á€¯á€„á€ºá€¸)
233,300,1/16/2021,Tamwe Township,Yangon Region,3006,Tamwe,Yangon,Tamwe,MMR013015,MMR013,Yangon,á€á€¬á€™á€½á€±
234,301,1/16/2021,South Okkalapa Township,Yangon Region,2964,South Okkalapa,Yangon,South Okkalapa,MMR013011,MMR013,Yangon,á€á€±á€¬á€„á€ºá€¥á€€á€¹á€€á€œá€¬á€•
235,302,1/16/2021,Hlaing Township,Yangon Region,2956,Hlaing,Yangon,Hlaing,MMR013040,MMR013,Yangon,á€œá€¾á€­á€¯á€„á€º
236,303,1/16/2021,Thanlyin Township,Yangon Region,2855,Thanlyin,Yangon,Thanlyin,MMR013023,MMR013,Yangon,á€žá€”á€ºá€œá€»á€„á€º
237,304,1/16/2021,Chanayethazan Township,Mandalay Region,2666,Chanayethazan,Mandalay,Chanayethazan,MMR010002,MMR010,Mandalay,á€á€»á€™á€ºá€¸á€¡á€±á€¸á€žá€¬á€…á€¶
238,305,1/16/2021,Kamaryut Township,Yangon Region,2487,Kamaryut,Yangon,Kamaryut,MMR013041,MMR013,Yangon,á€€á€™á€¬á€›á€½á€á€º
239,306,1/16/2021,Aungmyaythazan Township,Mandalay Region,2476,Aungmyaythazan,Mandalay,Aungmyaythazan,MMR010001,MMR010,Mandalay,á€¡á€±á€¬á€„á€ºá€™á€¼á€±á€žá€¬á€…á€¶
240,307,1/16/2021,Mahaaungmyay Township,Mandalay Region,2461,Mahaaungmyay,Mandalay,Mahaaungmyay,MMR010003,MMR010,Mandalay,á€™á€Ÿá€¬á€¡á€±á€¬á€„á€ºá€™á€¼á€±
241,308,1/16/2021,Thaketa Township,Yangon Region,2390,Thaketa,Yangon,Thaketa,MMR013013,MMR013,Yangon,á€žá€¬á€€á€±á€
242,309,1/16/2021,Dagon Myothit (North) Township,Yangon Region,2311,Dagon Myothit (North),Yangon,Dagon Myothit (North),MMR013019,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€™á€¼á€±á€¬á€€á€ºá€•á€­á€¯á€„á€ºá€¸)
243,310,1/16/2021,Hmawbi Township,Yangon Region,2114,Hmawbi,Yangon,Hmawbi,MMR013003,MMR013,Yangon,á€™á€¾á€±á€¬á€ºá€˜á€®
244,311,1/16/2021,Dagon Myothit (East) Township,Yangon Region,2046,Dagon Myothit (East),Yangon,Dagon Myothit (East),MMR013020,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€¡á€›á€¾á€±á€·á€•á€­á€¯á€„á€ºá€¸)
245,312,1/16/2021,Kyeemyindaing Township,Yangon Region,2038,Kyeemyindaing,Yangon,Kyeemyindaing,MMR013038,MMR013,Yangon,á€€á€¼á€Šá€ºá€·á€™á€¼á€„á€ºá€á€­á€¯á€„á€º
246,313,1/16/2021,Sanchaung Township,Yangon Region,2027,Sanchaung,Yangon,Sanchaung,MMR013039,MMR013,Yangon,á€…á€™á€ºá€¸á€á€»á€±á€¬á€„á€ºá€¸
247,314,1/16/2021,Chanmyathazi Township,Mandalay Region,1938,Chanmyathazi,Mandalay,Chanmyathazi,MMR010004,MMR010,Mandalay,á€á€»á€™á€ºá€¸á€™á€¼á€žá€¬á€…á€Šá€º
248,315,1/16/2021,Mingalartaungnyunt Township,Yangon Region,1845,Mingalartaungnyunt,Yangon,Mingalartaungnyunt,MMR013022,MMR013,Yangon,á€™á€„á€ºá€¹á€‚á€œá€¬á€á€±á€¬á€„á€ºá€Šá€½á€”á€ºá€·
249,316,1/16/2021,Amarapura Township,Mandalay Region,1590,Amarapura,Mandalay,Amarapura,MMR010006,MMR010,Mandalay,á€¡á€™á€›á€•á€°á€›
250,317,1/16/2021,Sittwe Township,Rakhine State,1549,Sittwe,Rakhine,Sittwe,MMR012001,MMR012,Rakhine,á€…á€…á€ºá€á€½á€±
251,318,1/16/2021,Bahan Township,Yangon Region,1548,Bahan,Yangon,Bahan,MMR013044,MMR013,Yangon,á€—á€Ÿá€”á€ºá€¸
252,319,1/16/2021,Dala Township,Yangon Region,1412,Dala,Yangon,Dala,MMR013030,MMR013,Yangon,á€’á€œ
253,320,1/16/2021,Mawlamyine Township,Mon State,1385,Mawlamyine,Mon,Mawlamyine,MMR011001,MMR011,Mon,á€™á€±á€¬á€ºá€œá€™á€¼á€­á€¯á€„á€º
254,321,1/16/2021,Yankin Township,Yangon Region,1297,Yankin,Yangon,Yankin,MMR013010,MMR013,Yangon,á€›á€”á€ºá€€á€„á€ºá€¸
255,322,1/16/2021,Lanmadaw Township,Yangon Region,1277,Lanmadaw,Yangon,Lanmadaw,MMR013035,MMR013,Yangon,á€œá€™á€ºá€¸á€™á€á€±á€¬á€º
256,323,1/16/2021,Dagon Myothit (Seikkan),Yangon Region,1252,Dagon Myothit (Seikkan),Yangon,Dagon Myothit (Seikkan),MMR013021,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€†á€­á€•á€ºá€€á€™á€ºá€¸)
257,324,1/16/2021,Botahtaung Township,Yangon Region,1169,Botahtaung,Yangon,Botahtaung,MMR013017,MMR013,Yangon,á€—á€­á€¯á€œá€ºá€á€‘á€±á€¬á€„á€º
258,325,1/16/2021,Hlegu Township,Yangon Region,1118,Hlegu,Yangon,Hlegu,MMR013004,MMR013,Yangon,á€œá€¾á€Šá€ºá€¸á€€á€°á€¸
259,326,1/16/2021,Dawbon Township,Yangon Region,1103,Dawbon,Yangon,Dawbon,MMR013014,MMR013,Yangon,á€’á€±á€«á€•á€¯á€¶
260,327,1/16/2021,Ahlone Township,Yangon Region,1092,Ahlone,Yangon,Ahlone,MMR013037,MMR013,Yangon,á€¡á€œá€¯á€¶
261,328,1/16/2021,Kyauktan Township,Yangon Region,952,Kyauktan,Yangon,Kyauktan,MMR013024,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€”á€ºá€¸
262,329,1/16/2021,Pyigyitagon Township,Mandalay Region,948,Pyigyitagon,Mandalay,Pyigyitagon,MMR010005,MMR010,Mandalay,á€•á€¼á€Šá€ºá€€á€¼á€®á€¸á€á€¶á€á€½á€”á€º
263,330,1/16/2021,Twantay Township,Yangon Region,923,Twantay,Yangon,Twantay,MMR013027,MMR013,Yangon,á€á€½á€¶á€á€±á€¸
264,331,1/16/2021,Pabedan Township,Yangon Region,880,Pabedan,Yangon,Pabedan,MMR013034,MMR013,Yangon,á€•á€”á€ºá€¸á€˜á€²á€á€”á€ºá€¸
265,332,1/16/2021,Pazundaung Township,Yangon Region,811,Pazundaung,Yangon,Pazundaung,MMR013016,MMR013,Yangon,á€•á€¯á€‡á€½á€”á€ºá€á€±á€¬á€„á€º
266,333,1/16/2021,Latha Township,Yangon Region,786,Latha,Yangon,Latha,MMR013036,MMR013,Yangon,á€œá€žá€¬
