,id,upload_date,townships,sr,cumulative_no,First_ts,First_sr,Township_Name_Eng,Tsp_Pcode,SR_Pcode,SR_Name_Eng,Township_Name_MMR
1736,2515,1/22/2021,Oke Ta Ra Thi Ri Township,Naypyitaw,44,Oke Ta Ra Thi Ri,Nay Pyi Taw,Oke Ta Ra Thi Ri,MMR018008,MMR018,Nay Pyi Taw,á€¥á€á€¹á€á€›á€žá€®á€›á€­
1737,2516,1/22/2021,Chaung-U Township,Sagaing Region,44,Chaung-U,Sagaing,Chaung-U,MMR005015,MMR005,Sagaing,á€á€»á€±á€¬á€„á€ºá€¸á€¦á€¸
1738,2517,1/22/2021,Palaw Township,Tanintharyi Region,43,Palaw,Tanintharyi,Palaw,MMR006007,MMR006,Tanintharyi,á€•á€¯á€œá€±á€¬
1739,2518,1/22/2021,Zalun Township,Ayeyarwady Region,42,Zalun,Ayeyarwady,Zalun,MMR017009,MMR017,Ayeyarwady,á€‡á€œá€½á€”á€º
1740,2519,1/22/2021,Sinbaungwe Township,Magway Region,41,Sinbaungwe,Magway,Sinbaungwe,MMR009017,MMR009,Magway,á€†á€„á€ºá€•á€±á€«á€„á€ºá€á€²
1741,2520,1/22/2021,Wetlet Township,Sagaing Region,40,Wetlet,Sagaing,Wetlet,MMR005006,MMR005,Sagaing,á€á€€á€ºá€œá€€á€º
1742,2521,1/22/2021,Myanaung Township,Ayeyarwady Region,40,Myanaung,Ayeyarwady,Myanaung,MMR017011,MMR017,Ayeyarwady,á€™á€¼á€”á€ºá€¡á€±á€¬á€„á€º
1743,2522,1/22/2021,Gwa Township,Rakhine State,39,Gwa,Rakhine,Gwa,MMR012017,MMR012,Rakhine,á€‚á€½
1744,2523,1/22/2021,Pale Township,Sagaing Region,39,Pale,Sagaing,Pale,MMR005019,MMR005,Sagaing,á€•á€¯á€œá€²
1745,2524,1/22/2021,Homalin Township,Sagaing Region,38,Homalin,Sagaing,Homalin,MMR005034,MMR005,Sagaing,á€Ÿá€¯á€™á€¹á€™á€œá€„á€ºá€¸
1746,2525,1/22/2021,Pantanaw Township,Ayeyarwady Region,38,Pantanaw,Ayeyarwady,Pantanaw,MMR017020,MMR017,Ayeyarwady,á€•á€”á€ºá€¸á€á€”á€±á€¬á€º
1747,2527,1/22/2021,Kyangin Township,Ayeyarwady Region,37,Kyangin,Ayeyarwady,Kyangin,MMR017012,MMR017,Ayeyarwady,á€€á€¼á€¶á€á€„á€ºá€¸
1748,2528,1/22/2021,Minhla Township,Magway Region,37,Minhla,Magway,Minhla,MMR009013,MMR009,Magway,á€™á€„á€ºá€¸á€œá€¾
1749,2529,1/22/2021,Tabayin Township,Sagaing Region,37,Tabayin,Sagaing,Tabayin,MMR005010,MMR005,Sagaing,á€’á€®á€•á€²á€šá€„á€ºá€¸
1750,2530,1/22/2021,Yesagyo Township,Magway Region,37,Yesagyo,Magway,Yesagyo,MMR009019,MMR009,Magway,á€›á€±á€…á€€á€¼á€­á€¯
1751,2531,1/22/2021,Mingin Township,Sagaing Region,36,Mingin,Sagaing,Mingin,MMR005029,MMR005,Sagaing,á€™á€„á€ºá€¸á€€á€„á€ºá€¸
1752,2532,1/22/2021,Det Khi Na Thi Ri Township,Naypyitaw,35,Det Khi Na Thi Ri,Nay Pyi Taw,Det Khi Na Thi Ri,MMR018004,MMR018,Nay Pyi Taw,á€’á€€á€¹á€á€­á€á€žá€®á€›á€­
1753,2534,1/22/2021,Ye-U Township,Sagaing Region,34,Ye-U,Sagaing,Ye-U,MMR005009,MMR005,Sagaing,á€›á€±á€¦á€¸
1754,2535,1/22/2021,Pauk Township,Magway Region,32,Pauk,Magway,Pauk,MMR009021,MMR009,Magway,á€•á€±á€«á€€á€º
1755,2536,1/22/2021,Kani Township,Sagaing Region,31,Kani,Sagaing,Kani,MMR005017,MMR005,Sagaing,á€€á€”á€®
1756,2538,1/22/2021,Matupi Township,Chin State,30,Matupi,Chin,Matupi,MMR004007,MMR004,Chin,á€™á€á€°á€•á€®
1757,2539,1/22/2021,Paletwa Township,Chin State,30,Paletwa,Chin,Paletwa,MMR004009,MMR004,Chin,á€•á€œá€€á€ºá€
1758,2540,1/22/2021,Myinmu Township,Sagaing Region,29,Myinmu,Sagaing,Myinmu,MMR005002,MMR005,Sagaing,á€™á€¼á€„á€ºá€¸á€™á€°
1759,2541,1/22/2021,Yebyu Township,Tanintharyi Region,28,Yebyu,Tanintharyi,Yebyu,MMR006004,MMR006,Tanintharyi,á€›á€±á€–á€¼á€°
1760,2542,1/22/2021,Katha Township,Sagaing Region,28,Katha,Sagaing,Katha,MMR005020,MMR005,Sagaing,á€€á€žá€¬
1761,2543,1/22/2021,Singu Township,Mandalay Region,28,Singu,Mandalay,Singu,MMR010010,MMR010,Mandalay,á€…á€‰á€ºá€·á€€á€°á€¸
1762,2544,1/22/2021,Ramree Township,Rakhine State,27,Ramree,Rakhine,Ramree,MMR012013,MMR012,Rakhine,á€›á€™á€ºá€¸á€—á€¼á€²
1763,2545,1/22/2021,Budalin Township,Sagaing Region,27,Budalin,Sagaing,Budalin,MMR005013,MMR005,Sagaing,á€˜á€¯á€á€œá€„á€º
1764,2546,1/22/2021,Falam Township,Chin State,27,Falam,Chin,Falam,MMR004001,MMR004,Chin,á€–á€œá€™á€ºá€¸
1765,2547,1/22/2021,Myaung Township,Sagaing Region,26,Myaung,Sagaing,Myaung,MMR005003,MMR005,Sagaing,á€™á€¼á€±á€¬á€„á€º
1766,2548,1/22/2021,Khin-U Township,Sagaing Region,26,Khin-U,Sagaing,Khin-U,MMR005005,MMR005,Sagaing,á€á€„á€ºá€¦á€¸
1767,2549,1/22/2021,Kawthoung Township,Tanintharyi Region,25,Kawthoung,Tanintharyi,Kawthoung,MMR006009,MMR006,Tanintharyi,á€€á€±á€¬á€·á€žá€±á€¬á€„á€ºá€¸
1768,2550,1/22/2021,Tonzang Township,Chin State,24,Tonzang,Chin,Tonzang,MMR004005,MMR004,Chin,á€á€½á€”á€ºá€¸á€‡á€”á€º
1769,2551,1/22/2021,Thabaung Township,Ayeyarwady Region,24,Thabaung,Ayeyarwady,Thabaung,MMR017003,MMR017,Ayeyarwady,á€žá€¬á€•á€±á€«á€„á€ºá€¸
1770,2552,1/22/2021,Hakha Township,Chin State,23,Hakha,Chin,Hakha,MMR004002,MMR004,Chin,á€Ÿá€¬á€¸á€á€«á€¸
1771,2554,1/22/2021,Shwegu Township,Kachin State,22,Shwegu,Kachin,Shwegu,MMR001011,MMR001,Kachin,á€›á€½á€¾á€±á€€á€°
1772,2555,1/22/2021,Waingmaw Township,Kachin State,22,Waingmaw,Kachin,Waingmaw,MMR001002,MMR001,Kachin,á€á€­á€¯á€„á€ºá€¸á€™á€±á€¬á€º
1773,2556,1/22/2021,Kyunhla Township,Sagaing Region,22,Kyunhla,Sagaing,Kyunhla,MMR005008,MMR005,Sagaing,á€€á€»á€½á€”á€ºá€¸á€œá€¾
1774,2558,1/22/2021,Bhamo Township,Kachin State,20,Bhamo,Kachin,Bhamo,MMR001010,MMR001,Kachin,á€—á€”á€ºá€¸á€™á€±á€¬á€º
1775,2560,1/22/2021,Kamma Township,Magway Region,19,Kamma,Magway,Kamma,MMR009015,MMR009,Magway,á€€á€¶á€™
1776,2563,1/22/2021,Mogaung Township,Kachin State,18,Mogaung,Kachin,Mogaung,MMR001008,MMR001,Kachin,á€™á€­á€¯á€¸á€€á€±á€¬á€„á€ºá€¸
1777,2565,1/22/2021,Ayadaw Township,Sagaing Region,17,Ayadaw,Sagaing,Ayadaw,MMR005014,MMR005,Sagaing,á€¡á€›á€¬á€á€±á€¬á€º
1778,2566,1/22/2021,Thayetchaung Township,Tanintharyi Region,17,Thayetchaung,Tanintharyi,Thayetchaung,MMR006003,MMR006,Tanintharyi,á€žá€›á€€á€ºá€á€»á€±á€¬á€„á€ºá€¸
1779,2567,1/22/2021,Ngape Township,Magway Region,17,Ngape,Magway,Ngape,MMR009009,MMR009,Magway,á€„á€–á€²
1780,2569,1/22/2021,Kalewa Township,Sagaing Region,15,Kalewa,Sagaing,Kalewa,MMR005028,MMR005,Sagaing,á€€á€œá€±á€¸á€
1781,2570,1/22/2021,Kyunsu Township,Tanintharyi Region,14,Kyunsu,Tanintharyi,Kyunsu,MMR006006,MMR006,Tanintharyi,á€€á€»á€½á€”á€ºá€¸á€…á€¯
1782,2572,1/22/2021,Kyainseikgyi Township,Kayin State,13,Kyainseikgyi,Kayin,Kyainseikgyi,MMR003007,MMR003,Kayin,á€€á€¼á€¬á€¡á€„á€ºá€¸á€†á€­á€•á€ºá€€á€¼á€®á€¸
1783,2573,1/22/2021,Munaung Township,Rakhine State,13,Munaung,Rakhine,Munaung,MMR012012,MMR012,Rakhine,á€™á€¬á€”á€ºá€¡á€±á€¬á€„á€º
1784,2574,1/22/2021,Ngapudaw Township,Ayeyarwady Region,13,Ngapudaw,Ayeyarwady,Ngapudaw,MMR017004,MMR017,Ayeyarwady,á€„á€•á€¯á€á€±á€¬
1785,2575,1/22/2021,Saw Township,Magway Region,13,Saw,Magway,Saw,MMR009025,MMR009,Magway,á€†á€±á€¬
1786,2576,1/22/2021,Thandaunggyi Township,Kayin State,12,Thandaunggyi,Kayin,Thandaunggyi,MMR003004,MMR003,Kayin,á€žá€¶á€á€±á€¬á€„á€ºá€€á€¼á€®á€¸
1787,2577,1/22/2021,Bokpyin Township,Tanintharyi Region,12,Bokpyin,Tanintharyi,Bokpyin,MMR006010,MMR006,Tanintharyi,á€˜á€¯á€á€ºá€•á€¼á€„á€ºá€¸
1788,2581,1/22/2021,Momauk Township,Kachin State,9,Momauk,Kachin,Momauk,MMR001012,MMR001,Kachin,á€™á€­á€¯á€¸á€™á€±á€¬á€€á€º
1789,2582,1/22/2021,Wuntho Township,Sagaing Region,9,Wuntho,Sagaing,Wuntho,MMR005025,MMR005,Sagaing,á€á€”á€ºá€¸á€žá€­á€¯
1790,2583,1/22/2021,Sidoktaya Township,Magway Region,9,Sidoktaya,Magway,Sidoktaya,MMR009011,MMR009,Magway,á€…á€±á€á€¯á€á€¹á€‘á€›á€¬
1791,2584,1/22/2021,Tigyaing Township,Sagaing Region,9,Tigyaing,Sagaing,Tigyaing,MMR005022,MMR005,Sagaing,á€‘á€®á€¸á€á€»á€­á€¯á€„á€ºá€·
1792,2589,1/22/2021,Kanpetlet Township,Chin State,8,Kanpetlet,Chin,Kanpetlet,MMR004008,MMR004,Chin,á€€á€”á€ºá€•á€€á€ºá€œá€€á€º
1793,2592,1/22/2021,Tilin Township,Magway Region,6,Tilin,Magway,Tilin,MMR009024,MMR009,Magway,á€‘á€®á€¸á€œá€„á€ºá€¸
1794,2593,1/22/2021,Mindon Township,Magway Region,6,Mindon,Magway,Mindon,MMR009014,MMR009,Magway,á€™á€„á€ºá€¸á€á€¯á€”á€ºá€¸
1795,2596,1/22/2021,Thantlang Township,Chin State,5,Thantlang,Chin,Thantlang,MMR004003,MMR004,Chin,á€‘á€”á€ºá€á€œá€”á€º
1796,2597,1/22/2021,Puta-O Township,Kachin State,5,Puta-O,Kachin,Puta-O,MMR001014,MMR001,Kachin,á€•á€°á€á€¬á€¡á€­á€¯
1797,2598,1/22/2021,Paungbyin Township,Sagaing Region,5,Paungbyin,Sagaing,Paungbyin,MMR005032,MMR005,Sagaing,á€–á€±á€¬á€„á€ºá€¸á€•á€¼á€„á€º
1798,2602,1/22/2021,Hkamti Township,Sagaing Region,4,Hkamti,Sagaing,Hkamti,MMR005033,MMR005,Sagaing,á€á€”á€¹á€á€®á€¸
1799,2603,1/22/2021,Demoso Township,Kayah State,4,Demoso,Kayah,Demoso,MMR002002,MMR002,Kayah,á€’á€®á€¸á€™á€±á€¬á€·á€†á€­á€¯
1800,2605,1/22/2021,Nanyun Township,Sagaing Region,4,Nanyun,Sagaing,Nanyun,MMR005037,MMR005,Sagaing,á€”á€”á€ºá€¸á€šá€½á€”á€ºá€¸
1801,2606,1/22/2021,Hpapun Township,Kayin State,3,Hpapun,Kayin,Hpapun,MMR003003,MMR003,Kayin,á€–á€¬á€•á€½á€”á€º
1802,2609,1/22/2021,Lay Shi Township,Sagaing Region,2,Lay Shi,Sagaing,Lay Shi,MMR005035,MMR005,Sagaing,á€œá€±á€›á€¾á€®á€¸
1803,2610,1/22/2021,Mese Township,Kayah State,2,Mese,Kayah,Mese,MMR002007,MMR002,Kayah,á€™á€šá€ºá€…á€²
1804,2611,1/23/2021,Mingaladon Township,Yangon Region,6063,Mingaladon,Yangon,Mingaladon,MMR013002,MMR013,Yangon,á€™á€„á€ºá€¹á€‚á€œá€¬á€’á€¯á€¶
1805,2612,1/23/2021,North Okkalapa Township,Yangon Region,5863,North Okkalapa,Yangon,North Okkalapa,MMR013012,MMR013,Yangon,á€™á€¼á€±á€¬á€€á€ºá€¥á€€á€¹á€€á€œá€¬á€•
1806,2613,1/23/2021,Hlaingtharya Township,Yangon Region,4828,Hlaingtharya,Yangon,Hlaingtharya,MMR013008,MMR013,Yangon,á€œá€¾á€­á€¯á€„á€ºá€žá€¬á€šá€¬
1807,2614,1/23/2021,Insein Township,Yangon Region,4636,Insein,Yangon,Insein,MMR013001,MMR013,Yangon,á€¡á€„á€ºá€¸á€…á€­á€”á€º
1808,2615,1/23/2021,Thingangyun Township,Yangon Region,4562,Thingangyun,Yangon,Thingangyun,MMR013009,MMR013,Yangon,á€žá€„á€ºá€¹á€ƒá€”á€ºá€¸á€€á€»á€½á€”á€ºá€¸
1809,2616,1/23/2021,Mayangone Township,Yangon Region,3882,Mayangone,Yangon,Mayangone,MMR013042,MMR013,Yangon,á€™á€›á€™á€ºá€¸á€€á€¯á€”á€ºá€¸
1810,2617,1/23/2021,Shwepyithar Township,Yangon Region,3806,Shwepyithar,Yangon,Shwepyithar,MMR013007,MMR013,Yangon,á€›á€½á€¾á€±á€•á€¼á€Šá€ºá€žá€¬
1811,2619,1/23/2021,Dagon Myothit (South) Township,Yangon Region,3216,Dagon Myothit (South),Yangon,Dagon Myothit (South),MMR013018,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€á€±á€¬á€„á€ºá€•á€­á€¯á€„á€ºá€¸)
1812,2620,1/23/2021,Tamwe Township,Yangon Region,3032,Tamwe,Yangon,Tamwe,MMR013015,MMR013,Yangon,á€á€¬á€™á€½á€±
1813,2621,1/23/2021,South Okkalapa Township,Yangon Region,3010,South Okkalapa,Yangon,South Okkalapa,MMR013011,MMR013,Yangon,á€á€±á€¬á€„á€ºá€¥á€€á€¹á€€á€œá€¬á€•
1814,2622,1/23/2021,Hlaing Township,Yangon Region,2981,Hlaing,Yangon,Hlaing,MMR013040,MMR013,Yangon,á€œá€¾á€­á€¯á€„á€º
1815,2623,1/23/2021,Thanlyin Township,Yangon Region,2870,Thanlyin,Yangon,Thanlyin,MMR013023,MMR013,Yangon,á€žá€”á€ºá€œá€»á€„á€º
1816,2624,1/23/2021,Chanayethazan Township,Mandalay Region,2748,Chanayethazan,Mandalay,Chanayethazan,MMR010002,MMR010,Mandalay,á€á€»á€™á€ºá€¸á€¡á€±á€¸á€žá€¬á€…á€¶
1817,2625,1/23/2021,Aungmyaythazan Township,Mandalay Region,2589,Aungmyaythazan,Mandalay,Aungmyaythazan,MMR010001,MMR010,Mandalay,á€¡á€±á€¬á€„á€ºá€™á€¼á€±á€žá€¬á€…á€¶
1818,2626,1/23/2021,Mahaaungmyay Township,Mandalay Region,2542,Mahaaungmyay,Mandalay,Mahaaungmyay,MMR010003,MMR010,Mandalay,á€™á€Ÿá€¬á€¡á€±á€¬á€„á€ºá€™á€¼á€±
1819,2627,1/23/2021,Kamaryut Township,Yangon Region,2494,Kamaryut,Yangon,Kamaryut,MMR013041,MMR013,Yangon,á€€á€™á€¬á€›á€½á€á€º
1820,2628,1/23/2021,Thaketa Township,Yangon Region,2406,Thaketa,Yangon,Thaketa,MMR013013,MMR013,Yangon,á€žá€¬á€€á€±á€
1821,2629,1/23/2021,Dagon Myothit (North) Township,Yangon Region,2343,Dagon Myothit (North),Yangon,Dagon Myothit (North),MMR013019,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€™á€¼á€±á€¬á€€á€ºá€•á€­á€¯á€„á€ºá€¸)
1822,2630,1/23/2021,Hmawbi Township,Yangon Region,2170,Hmawbi,Yangon,Hmawbi,MMR013003,MMR013,Yangon,á€™á€¾á€±á€¬á€ºá€˜á€®
1823,2631,1/23/2021,Dagon Myothit (East) Township,Yangon Region,2077,Dagon Myothit (East),Yangon,Dagon Myothit (East),MMR013020,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€¡á€›á€¾á€±á€·á€•á€­á€¯á€„á€ºá€¸)
1824,2632,1/23/2021,Kyeemyindaing Township,Yangon Region,2051,Kyeemyindaing,Yangon,Kyeemyindaing,MMR013038,MMR013,Yangon,á€€á€¼á€Šá€ºá€·á€™á€¼á€„á€ºá€á€­á€¯á€„á€º
1825,2633,1/23/2021,Sanchaung Township,Yangon Region,2049,Sanchaung,Yangon,Sanchaung,MMR013039,MMR013,Yangon,á€…á€™á€ºá€¸á€á€»á€±á€¬á€„á€ºá€¸
1826,2634,1/23/2021,Chanmyathazi Township,Mandalay Region,2006,Chanmyathazi,Mandalay,Chanmyathazi,MMR010004,MMR010,Mandalay,á€á€»á€™á€ºá€¸á€™á€¼á€žá€¬á€…á€Šá€º
1827,2635,1/23/2021,Mingalartaungnyunt Township,Yangon Region,1872,Mingalartaungnyunt,Yangon,Mingalartaungnyunt,MMR013022,MMR013,Yangon,á€™á€„á€ºá€¹á€‚á€œá€¬á€á€±á€¬á€„á€ºá€Šá€½á€”á€ºá€·
1828,2636,1/23/2021,Amarapura Township,Mandalay Region,1633,Amarapura,Mandalay,Amarapura,MMR010006,MMR010,Mandalay,á€¡á€™á€›á€•á€°á€›
1829,2637,1/23/2021,Sittwe Township,Rakhine State,1559,Sittwe,Rakhine,Sittwe,MMR012001,MMR012,Rakhine,á€…á€…á€ºá€á€½á€±
1830,2638,1/23/2021,Bahan Township,Yangon Region,1555,Bahan,Yangon,Bahan,MMR013044,MMR013,Yangon,á€—á€Ÿá€”á€ºá€¸
1831,2639,1/23/2021,Mawlamyine Township,Mon State,1516,Mawlamyine,Mon,Mawlamyine,MMR011001,MMR011,Mon,á€™á€±á€¬á€ºá€œá€™á€¼á€­á€¯á€„á€º
1832,2640,1/23/2021,Dala Township,Yangon Region,1414,Dala,Yangon,Dala,MMR013030,MMR013,Yangon,á€’á€œ
1833,2641,1/23/2021,Yankin Township,Yangon Region,1311,Yankin,Yangon,Yankin,MMR013010,MMR013,Yangon,á€›á€”á€ºá€€á€„á€ºá€¸
1834,2642,1/23/2021,Lanmadaw Township,Yangon Region,1305,Lanmadaw,Yangon,Lanmadaw,MMR013035,MMR013,Yangon,á€œá€™á€ºá€¸á€™á€á€±á€¬á€º
1835,2643,1/23/2021,Dagon Myothit (Seikkan),Yangon Region,1261,Dagon Myothit (Seikkan),Yangon,Dagon Myothit (Seikkan),MMR013021,MMR013,Yangon,á€’á€‚á€¯á€¶á€™á€¼á€­á€¯á€·á€žá€…á€º (á€†á€­á€•á€ºá€€á€™á€ºá€¸)
1836,2644,1/23/2021,Botahtaung Township,Yangon Region,1176,Botahtaung,Yangon,Botahtaung,MMR013017,MMR013,Yangon,á€—á€­á€¯á€œá€ºá€á€‘á€±á€¬á€„á€º
1837,2645,1/23/2021,Hlegu Township,Yangon Region,1126,Hlegu,Yangon,Hlegu,MMR013004,MMR013,Yangon,á€œá€¾á€Šá€ºá€¸á€€á€°á€¸
1838,2646,1/23/2021,Ahlone Township,Yangon Region,1116,Ahlone,Yangon,Ahlone,MMR013037,MMR013,Yangon,á€¡á€œá€¯á€¶
1839,2647,1/23/2021,Dawbon Township,Yangon Region,1110,Dawbon,Yangon,Dawbon,MMR013014,MMR013,Yangon,á€’á€±á€«á€•á€¯á€¶
1840,2648,1/23/2021,Pyigyitagon Township,Mandalay Region,1011,Pyigyitagon,Mandalay,Pyigyitagon,MMR010005,MMR010,Mandalay,á€•á€¼á€Šá€ºá€€á€¼á€®á€¸á€á€¶á€á€½á€”á€º
1841,2649,1/23/2021,Kyauktan Township,Yangon Region,963,Kyauktan,Yangon,Kyauktan,MMR013024,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€”á€ºá€¸
1842,2650,1/23/2021,Twantay Township,Yangon Region,931,Twantay,Yangon,Twantay,MMR013027,MMR013,Yangon,á€á€½á€¶á€á€±á€¸
1843,2651,1/23/2021,Pabedan Township,Yangon Region,884,Pabedan,Yangon,Pabedan,MMR013034,MMR013,Yangon,á€•á€”á€ºá€¸á€˜á€²á€á€”á€ºá€¸
1844,2652,1/23/2021,Pazundaung Township,Yangon Region,834,Pazundaung,Yangon,Pazundaung,MMR013016,MMR013,Yangon,á€•á€¯á€‡á€½á€”á€ºá€á€±á€¬á€„á€º
1845,2653,1/23/2021,Latha Township,Yangon Region,812,Latha,Yangon,Latha,MMR013036,MMR013,Yangon,á€œá€žá€¬
1846,2654,1/23/2021,Pathein Township,Ayeyarwady Region,804,Pathein,Ayeyarwady,Pathein,MMR017001,MMR017,Ayeyarwady,á€•á€¯á€žá€­á€™á€º
1847,2655,1/23/2021,Hinthada Township,Ayeyarwady Region,768,Hinthada,Ayeyarwady,Hinthada,MMR017008,MMR017,Ayeyarwady,á€Ÿá€„á€ºá€¹á€žá€¬á€
1848,2656,1/23/2021,Patheingyi Township,Mandalay Region,717,Patheingyi,Mandalay,Patheingyi,MMR010007,MMR010,Mandalay,á€•á€¯á€žá€­á€™á€ºá€€á€¼á€®á€¸
1849,2657,1/23/2021,Dagon Township,Yangon Region,707,Dagon,Yangon,Dagon,MMR013043,MMR013,Yangon,á€’á€‚á€¯á€¶
1850,2658,1/23/2021,Taikkyi Township,Yangon Region,665,Taikkyi,Yangon,Taikkyi,MMR013005,MMR013,Yangon,á€á€­á€¯á€€á€ºá€€á€¼á€®á€¸
1851,2659,1/23/2021,Kyauktada Township,Yangon Region,647,Kyauktada,Yangon,Kyauktada,MMR013033,MMR013,Yangon,á€€á€»á€±á€¬á€€á€ºá€á€¶á€á€¬á€¸
1852,2660,1/23/2021,Htantabin Township,Yangon Region,641,Htantabin,Yangon,Htantabin,MMR013006,MMR013,Yangon,á€‘á€”á€ºá€¸á€á€•á€„á€º
1853,2661,1/23/2021,Aunglan Township,Magway Region,610,Aunglan,Magway,Aunglan,MMR009016,MMR009,Magway,á€¡á€±á€¬á€„á€ºá€œá€¶
1854,2662,1/23/2021,Hpa-An Township,Kayin State,574,Hpa-An,Kayin,Hpa-An,MMR003001,MMR003,Kayin,á€˜á€¬á€¸á€¡á€¶
1855,2663,1/23/2021,Sagaing Township,Sagaing Region,552,Sagaing,Sagaing,Sagaing,MMR005001,MMR005,Sagaing,á€…á€…á€ºá€€á€­á€¯á€„á€ºá€¸
1856,2665,1/23/2021,Zay Yar Thi Ri Township,Naypyitaw,516,Zay Yar Thi Ri,Nay Pyi Taw,Zay Yar Thi Ri,MMR018001,MMR018,Nay Pyi Taw,á€‡á€±á€šá€»á€¬á€žá€®á€›á€­
1857,2666,1/23/2021,Maubin Township,Ayeyarwady Region,511,Maubin,Ayeyarwady,Maubin,MMR017019,MMR017,Ayeyarwady,á€™á€¡á€°á€•á€„á€º
1858,2669,1/23/2021,Mawlamyinegyun Township,Ayeyarwady Region,501,Mawlamyinegyun,Ayeyarwady,Mawlamyinegyun,MMR017018,MMR017,Ayeyarwady,á€™á€±á€¬á€ºá€œá€™á€¼á€­á€¯á€„á€ºá€€á€»á€½á€”á€ºá€¸
1859,2670,1/23/2021,Myingyan Township,Mandalay Region,498,Myingyan,Mandalay,Myingyan,MMR010017,MMR010,Mandalay,á€™á€¼á€„á€ºá€¸á€á€¼á€¶
1860,2671,1/23/2021,Hpakant Township,Kachin State,490,Hpakant,Kachin,Hpakant,MMR001009,MMR001,Kachin,á€–á€¬á€¸á€€á€”á€ºá€·
1861,2672,1/23/2021,Thaton Township,Mon State,482,Thaton,Mon,Thaton,MMR011007,MMR011,Mon,á€žá€‘á€¯á€¶
1862,2673,1/23/2021,Kale Township,Sagaing Region,473,Kale,Sagaing,Kale,MMR005027,MMR005,Sagaing,á€€á€œá€±á€¸
1863,2675,1/23/2021,Magway Township,Magway Region,450,Magway,Magway,Magway,MMR009001,MMR009,Magway,á€™á€€á€½á€±á€¸
1864,2676,1/23/2021,Kyaukpyu Township,Rakhine State,447,Kyaukpyu,Rakhine,Kyaukpyu,MMR012011,MMR012,Rakhine,á€€á€»á€±á€¬á€€á€ºá€–á€¼á€°
1865,2677,1/23/2021,Seikgyikanaungto Township,Yangon Region,442,Seikgyikanaungto,Yangon,Seikgyikanaungto,MMR013031,MMR013,Yangon,á€†á€­á€•á€ºá€€á€¼á€®á€¸/á€á€”á€±á€¬á€„á€ºá€á€­á€¯
1866,2679,1/23/2021,Kayan Township,Yangon Region,439,Kayan,Yangon,Kayan,MMR013026,MMR013,Yangon,á€á€›á€™á€ºá€¸
1867,2680,1/23/2021,Dedaye Township,Ayeyarwady Region,433,Dedaye,Ayeyarwady,Dedaye,MMR017026,MMR017,Ayeyarwady,á€’á€±á€¸á€’á€›á€²
1868,2681,1/23/2021,Thongwa Township,Yangon Region,423,Thongwa,Yangon,Thongwa,MMR013025,MMR013,Yangon,á€žá€¯á€¶á€¸á€á€½
1869,2682,1/23/2021,Myawaddy Township,Kayin State,402,Myawaddy,Kayin,Myawaddy,MMR003005,MMR003,Kayin,á€™á€¼á€á€á€®
1870,2683,1/23/2021,Maungdaw Township,Rakhine State,399,Maungdaw,Rakhine,Maungdaw,MMR012009,MMR012,Rakhine,á€™á€±á€¬á€„á€ºá€á€±á€¬
1871,2686,1/23/2021,Sintgaing Township,Mandalay Region,325,Sintgaing,Mandalay,Sintgaing,MMR010014,MMR010,Mandalay,á€…á€‰á€ºá€·á€€á€­á€¯á€„á€º
1872,2687,1/23/2021,Taungtha Township,Mandalay Region,322,Taungtha,Mandalay,Taungtha,MMR010018,MMR010,Mandalay,á€á€±á€¬á€„á€ºá€žá€¬
1873,2688,1/23/2021,Kawhmu Township,Yangon Region,321,Kawhmu,Yangon,Kawhmu,MMR013028,MMR013,Yangon,á€€á€±á€¬á€·á€™á€¾á€°á€¸
1874,2689,1/23/2021,Myeik Township,Tanintharyi Region,319,Myeik,Tanintharyi,Myeik,MMR006005,MMR006,Tanintharyi,á€™á€¼á€­á€á€º
1875,2690,1/23/2021,Kyaikto Township,Mon State,313,Kyaikto,Mon,Kyaikto,MMR011009,MMR011,Mon,á€€á€»á€­á€¯á€€á€ºá€‘á€­á€¯
1876,2691,1/23/2021,Kungyangon Township,Yangon Region,304,Kungyangon,Yangon,Kungyangon,MMR013029,MMR013,Yangon,á€€á€½á€™á€ºá€¸á€á€¼á€¶á€€á€¯á€”á€ºá€¸
1877,2692,1/23/2021,Salin Township,Magway Region,280,Salin,Magway,Salin,MMR009010,MMR009,Magway,á€…á€œá€„á€ºá€¸
1878,2693,1/23/2021,Bogale Township,Ayeyarwady Region,279,Bogale,Ayeyarwady,Bogale,MMR017024,MMR017,Ayeyarwady,á€˜á€­á€¯á€€á€œá€±á€¸
1879,2694,1/23/2021,Kyonpyaw Township,Ayeyarwady Region,276,Kyonpyaw,Ayeyarwady,Kyonpyaw,MMR017005,MMR017,Ayeyarwady,á€€á€»á€¯á€¶á€•á€»á€±á€¬á€º
1880,2696,1/23/2021,Kyauktaw Township,Rakhine State,265,Kyauktaw,Rakhine,Kyauktaw,MMR012004,MMR012,Rakhine,á€€á€»á€±á€¬á€€á€ºá€á€±á€¬á€º
